:START_ID,:END_ID,:TYPE,change_type
dieu_62_2013,khainiem_khuvahoathethao,QUY_DINH_VE,
dieu_62_2013,khainiem_vuichoigiaitri,QUY_DINH_VE,
dieu_62_2013,khainiem_cho,QUY_DINH_VE,
dieu_62_2013,khainiem_nghiatrangnghiadia,QUY_DINH_VE,
dieu_62_2013,khainiem_nhatanglenhanhottang,QUY_DINH_VE,
dieu_62_2013,khainiem_khudothimoikhudancunongthonmoi,QUY_DINH_VE,
dieu_62_2013,khainiem_chinhtrangdothikhudancunongthon,QUY_DINH_VE,
dieu_62_2013,khainiem_cumcongnghiep,QUY_DINH_VE,
dieu_62_2013,khainiem_khusanxuatchebiennongsan,QUY_DINH_VE,
dieu_62_2013,khainiem_duanphattrienrungphongho,QUY_DINH_VE,
dieu_62_2013,khainiem_duanphattrienrungdacdung,QUY_DINH_VE,
dieu_62_2013,khainiem_khaithackhoangsan,QUY_DINH_VE,
dieu_76_2013,hanhviphaply_nhanuoc_thuhoildat,QUY_DINH_VE,
dieu_76_2013,khainiem_chidautuvaodat,QUY_DINH_VE,
dieu_76_2013,chuthe_hogiadinh,QUY_DINH_VE,
dieu_76_2013,chuthe_canhan,QUY_DINH_VE,
dieu_76_2013,chuthe_tochuc,QUY_DINH_VE,
dieu_76_2013,khainiem_datnongnghiep,QUY_DINH_VE,
dieu_76_2013,khainiem_datcongich,QUY_DINH_VE,
dieu_140_2013,khainiem_datcomatnuocvenbien,QUY_DINH_VE,
dieu_140_2013,chuthe_nhanuoc,QUY_DINH_VE,
dieu_140_2013,hanhviphaply_chothue,QUY_DINH_VE,
dieu_140_2013,chuthe_tochuc_kinhte,QUY_DINH_VE,
dieu_140_2013,chuthe_hogiadinh,QUY_DINH_VE,
dieu_140_2013,chuthe_canhan,QUY_DINH_VE,
dieu_140_2013,chuthe_nguoivietnamdinhcuonuocngoai,QUY_DINH_VE,
dieu_140_2013,chuthe_doanhnghiepcovondautunuocngoai,QUY_DINH_VE,
dieu_189_2013,chuthe_tochuckinhte,QUY_DINH_VE,
dieu_189_2013,chuthe_hogiadinh,QUY_DINH_VE,
dieu_189_2013,chuthe_canhan,QUY_DINH_VE,
dieu_189_2013,chuthe_nguoivietnamdinhcuonuocngoai,QUY_DINH_VE,
dieu_189_2013,chuthe_doanhnghiepvocondautunuocngoai,QUY_DINH_VE,
dieu_189_2013,dieukien_taisanganlienvoithue,YEU_CAU,
dieu_189_2013,dieukien_dahoanthanhxaydung,YEU_CAU,
dieu_189_2013,dieukien_conangluoctaichinh,YEU_CAU,
dieu_189_2013,dieukien_congnhangnghekinhdoanhphuhop,YEU_CAU,
dieu_189_2013,dieukien_khongviphamquydinh,YEU_CAU,
dieu_6_2013,khainiem_nguyentacsudungdat,QUY_DINH_VE,
dieu_6_2013,hanhviphaply_dungquydinh,QUY_DINH_VE,
dieu_6_2013,hanhviphaply_tietkiemhieuqua,QUY_DINH_VE,
dieu_6_2013,chuthe_nguoisudungdat,QUY_DINH_VE,
dieu_57_2013,hanhviphaply_chuyenmucdichsudungdat,QUY_DINH_VE,
hanhviphaply_chuyenmucdichsudungdat,dieukien_duocphepcuacoquannhanuoc,YEU_CAU,
hanhviphaply_chuyenmucdichsudungdat,khainiem_dattronglua,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_dattrongcaylaunam,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_dattrongrung,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datnuoitrongthuysan,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datlammuoi,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_dattrongcayhangnamkhac,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datnuoitrongthuysannuocman,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datnuoitrongthuysanduoihinhthucaohodam,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datrungdacdung,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datrungphongho,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datrungsanxuat,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datnongnghiep,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datphinongnghiep,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datphinongnghiepkhongthutien,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datphisongnghiepdatothue,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datophinongnghiep,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_dato,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datxaydungcongtrinhsunghiep,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datsudungvaomucdichconng,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datkinhdoanh,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datkhongphaidatthuongmaidichvu,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datthuongmaidichvu,AP_DUNG_CHO,
hanhviphaply_chuyenmucdichsudungdat,khainiem_datcososanxuatphinongnghiep,AP_DUNG_CHO,
dieu_161_2013,khainiem_datxaydungconngtrinhngam,QUY_DINH_VE,
hanhviphaply_suddxaydungconngtrinhngam,dieukien_phuhopquyhoachxaydung,YEU_CAU,
dieu_161_2013,chuthe_ubndcapptinh,QUY_DINH_VE,
chuthe_ubndcapptinh,hanhviphaply_giaodatchothuedat,QUY_DINH_VE,
hanhviphaply_giaodatchothuedat,dieukien_theoquydinhcuachinhphu,YEU_CAU,
dieu_39_2013,khainiem_quyhoachsudungdat,QUY_DINH_VE,
dieu_39_2013,khainiem_kehoachsudungdat,QUY_DINH_VE,
dieu_39_2013,khainiem_datsudung,QUY_DINH_VE,
dieu_205_2013,chuthe_canhan,QUY_DINH_VE,
dieu_205_2013,hanhviphaply_tocao,QUY_DINH_VE,
hanhviphaply_tocao,khainiem_viemphapluat,QUY_DINH_VE,
khainiem_viemphapluat,khainiem_quanlyvasudungdatdai,QUY_DINH_VE,
khainiem_quanlyvasudungdatdai,khainiem_datdai,QUY_DINH_VE,
dieu_175_2013,chuthe_tochucdanhmuc,QUY_DINH_VE,
dieu_175_2013,chuthe_tochucsunghiepconglap,QUY_DINH_VE,
dieu_175_2013,hanhviphaply_thuesudungdat,QUY_DINH_VE,
dieu_175_2013,dieu_166_2013,YEU_CAU,
dieu_175_2013,dieu_170_2013,YEU_CAU,
dieu_175_2013,hanhviphaply_thechaptaisanganlienvoithuedat,QUY_DINH_VE,
dieu_175_2013,chuthe_tochuctindung,QUY_DINH_VE,
dieu_175_2013,hanhviphaply_bantaisanganlienvoithuedat,QUY_DINH_VE,
dieu_175_2013,dieu_189_2013,YEU_CAU,
dieu_175_2013,hanhviphaply_gopvontaisanganlienvoithuedat,QUY_DINH_VE,
dieu_175_2013,hanhviphaply_chothuelaisudungdat,QUY_DINH_VE,
dieu_175_2013,chuthe_hogiadinh,QUY_DINH_VE,
dieu_175_2013,chuthe_canhan,QUY_DINH_VE,
dieu_175_2013,khainiem_phapluatdansu,QUY_DINH_VE,
dieu_43_2013,khainiem_quyhoachkehoachsudungdat,QUY_DINH_VE,
dieu_43_2013,chuthe_nhandan,QUY_DINH_VE,
dieu_43_2013,chuthe_cobantochuc,QUY_DINH_VE,
dieu_43_2013,chuthe_botainguyenvamotruong,QUY_DINH_VE,
dieu_43_2013,chuthe_ubndcapptinh,QUY_DINH_VE,
dieu_43_2013,chuthe_ubndcaphuyen,QUY_DINH_VE,
dieu_43_2013,chuthe_boquocphong,QUY_DINH_VE,
dieu_43_2013,chuthe_bocongan,QUY_DINH_VE,
dieu_43_2013,chuthe_chinhphu,QUY_DINH_VE,
dieu_26_2013,khainiem_nguoisudungdat,QUY_DINH_VE,
dieu_26_2013,hanhviphaply_baohopquyensudungdat,QUY_DINH_VE,
dieu_26_2013,hanhviphaply_capgiaychungnhan,QUY_DINH_VE,
dieu_26_2013,hanhviphaply_nhanuocboiduong,QUY_DINH_VE,
dieu_26_2013,hanhviphaply_taodieu,QUY_DINH_VE,
dieu_26_2013,hanhviphaply_khongthuanhan,QUY_DINH_VE,
dieu_95_2013,hanhviphaply_dangkydatdai,QUY_DINH_VE,
dieu_95_2013,chuthe_nguoisudungdat,QUY_DINH_VE,
dieu_95_2013,chuthe_nguoiduocgiaodatdequanly,QUY_DINH_VE,
dieu_95_2013,chuthe_chuso_huu,QUY_DINH_VE,
dieu_95_2013,khainiem_dangkydatdailandau,QUY_DINH_VE,
dieu_95_2013,khainiem_dangkydatdaibiendong,QUY_DINH_VE,
dieu_95_2013,chuthe_tochucdangkydatdai,QUY_DINH_VE,
dieu_95_2013,chuthe_nhanuoc,QUY_DINH_VE,
dieu_95_2013,chuthe_hogiadinh,QUY_DINH_VE,
dieu_95_2013,chuthe_vochong,QUY_DINH_VE,
dieu_95_2013,chuthe_nhomnguoisudungdatchung,QUY_DINH_VE,
dieu_95_2013,chuthe_tochuc,QUY_DINH_VE,
dieu_104_2013,hanhviphaply_capgiaychungnhan,QUY_DINH_VE,
dieu_104_2013,khainiem_taisangganlienvoidat,QUY_DINH_VE,
hanhviphaply_capgiaychungnhan,khainiem_taisangganlienvoidat,AP_DUNG_CHO,
khainiem_taisangganlienvoidat,khainiem_nhano,DINH_NGHIA,
khainiem_taisangganlienvoidat,khainiem_congtrinhxaydungkhac,DINH_NGHIA,
khainiem_taisangganlienvoidat,khainiem_rungsanxuatlarungtrong,DINH_NGHIA,
khainiem_taisangganlienvoidat,khainiem_caylaunam,DINH_NGHIA,
dieu_104_2013,chuthe_chinhphu,YEU_CAU,
dieu_48_2013,khainiem_quydinhkehoachsudungdat,QUY_DINH_VE,
dieu_48_2013,hanhviphaply_congbo,QUY_DINH_VE,
dieu_48_2013,chuthe_botnguyenvamoitruong,QUY_DINH_VE,
dieu_48_2013,chuthe_ubndcaptinh,QUY_DINH_VE,
dieu_48_2013,chuthe_ubndcaphuyen,QUY_DINH_VE,
dieu_81_2013,chuthe_tochuc_kinhte,QUY_DINH_VE,
dieu_81_2013,chuthe_nguoivietnamdicuonuocngoai,QUY_DINH_VE,
dieu_81_2013,chuthe_tochucsunghiepconglaptutuchinh,QUY_DINH_VE,
dieu_81_2013,chuthe_congdongdancu,QUY_DINH_VE,
dieu_81_2013,chuthe_cosotongiao,QUY_DINH_VE,
dieu_81_2013,chuthe_tinnguong,QUY_DINH_VE,
dieu_81_2013,chuthe_tochucnuocngoaicochucnangngoaigiao,QUY_DINH_VE,
dieu_81_2013,chuthe_doanhnghiepcovondautunuocngoai,QUY_DINH_VE,
dieu_32_2013,hanhviphaply_dieutradanhgiadatdai,QUY_DINH_VE,
dieu_32_2013,hanhviphaply_dieutravechatluongdat,QUY_DINH_VE,
dieu_32_2013,hanhviphaply_dieutravetiemnangdatdai,QUY_DINH_VE,
dieu_32_2013,hanhviphaply_dieutrathoaihoadat,QUY_DINH_VE,
dieu_32_2013,hanhviphaply_dieuotnhiemdat,QUY_DINH_VE,
dieu_32_2013,hanhviphaply_dieutraphanhangdatnongnghiep,QUY_DINH_VE,
dieu_32_2013,hanhviphaply_thongkekiemkedatdai,QUY_DINH_VE,
dieu_32_2013,hanhviphaply_dieutrathongkegiadat,QUY_DINH_VE,
dieu_32_2013,hanhviphaply_theodoibiendonggiadat,QUY_DINH_VE,
dieu_32_2013,hanhviphaply_xaydungvaduytrihethongquantrac,QUY_DINH_VE,
dieu_125_2013,khainiem_datsudungondinhlaudai,QUY_DINH_VE,
dieu_125_2013,chuthe_nguoisudungdat,QUY_DINH_VE,
dieu_125_2013,khainiem_dato,QUY_DINH_VE,
dieu_125_2013,chuthe_hogiadinh,QUY_DINH_VE,
dieu_125_2013,chuthe_canhan,QUY_DINH_VE,
dieu_125_2013,khainiem_datnongnghiep,QUY_DINH_VE,
dieu_125_2013,chuthe_congdongdancu,QUY_DINH_VE,
dieu_125_2013,khainiem_datrungphongho,QUY_DINH_VE,
dieu_125_2013,khainiem_datrungdacdung,QUY_DINH_VE,
dieu_125_2013,khainiem_datrungsanxuat,QUY_DINH_VE,
dieu_125_2013,khainiem_datthuongmaidichvu,QUY_DINH_VE,
dieu_125_2013,khainiem_datcososanxuatphinongnghiep,QUY_DINH_VE,
dieu_125_2013,khainiem_datxaydungtrusocquan,QUY_DINH_VE,
dieu_125_2013,khainiem_datxaydungcongtrinhsunghiep,QUY_DINH_VE,
dieu_125_2013,chuthe_tochucsunghiepconglap,QUY_DINH_VE,
dieu_125_2013,khainiem_datsudungvaomucdichquocphonganinh,QUY_DINH_VE,
dieu_125_2013,khainiem_datcosotongiao,QUY_DINH_VE,
dieu_125_2013,khainiem_dattinnnguong,QUY_DINH_VE,
dieu_125_2013,khainiem_datgiaothongthuyloi,QUY_DINH_VE,
dieu_125_2013,khainiem_datcoditichlichsuvanhoadanhlamthangcanh,QUY_DINH_VE,
dieu_125_2013,khainiem_datxaydungcaccongtrinhcongcongkhac,QUY_DINH_VE,
dieu_125_2013,khainiem_datlamnghiatrangnghiadia,QUY_DINH_VE,
dieu_125_2013,chuthe_tochuckinhte,QUY_DINH_VE,
dieu_69_2013,hanhviphaply_thuhoidat,QUY_DINH_VE,
dieu_69_2013,chuthe_ubndcapcothamquyen,QUY_DINH_VE,
dieu_69_2013,chuthe_nguoicodatthuhoi,QUY_DINH_VE,
dieu_69_2013,chuthe_ubndcapxa,QUY_DINH_VE,
dieu_69_2013,chuthe_ubmttqvncapxa,QUY_DINH_VE,
dieu_69_2013,chuthe_tochucboihoanthiethai,QUY_DINH_VE,
dieu_69_2013,khainiem_kehoachthuhoidat,QUY_DINH_VE,
dieu_69_2013,chuthe_ubndcaphuyen,QUY_DINH_VE,
dieu_196_2013,khainiem_thutuchanhchinhvedatdai,QUY_DINH_VE,
dieu_196_2013,chuthe_coquanhuuthamquyen,QUY_DINH_VE,
dieu_13_2013,hanhviphaply_quyetdinhquyhoachsudungdat,QUY_DINH_VE,
dieu_13_2013,hanhviphaply_quyetdinhmucdichsudungdat,QUY_DINH_VE,
dieu_13_2013,hanhviphaply_quydinhhanmucsudungdat,QUY_DINH_VE,
dieu_13_2013,hanhviphaply_quyetdinhthuhoidat,QUY_DINH_VE,
dieu_13_2013,hanhviphaply_quyetdinhgiadat,QUY_DINH_VE,
dieu_13_2013,hanhviphaply_quyetdinhtraoquyensudungdat,QUY_DINH_VE,
dieu_13_2013,hanhviphaply_quyetdinhchinhsachtaichinhvedatdai,QUY_DINH_VE,
dieu_13_2013,hanhviphaply_quydinhquyennghiavunguoisudungdat,QUY_DINH_VE,
dieu_182_2013,chuthe_tochucnuocngoaicochucnangngoaidiao,QUY_DINH_VE,
chuthe_tochucnuocngoaicochucnangngoaidiao,hanhviphaply_sodungdat,QUY_DINH_VE,
dieu_182_2013,dieuluat_166_2013,YEU_CAU,
dieu_182_2013,dieuluat_170_2013,YEU_CAU,
