:START_ID,:END_ID,:TYPE
dieu_78_2013,dieukien_dudieukienboithuong,YEU_CAU
dieu_78_2013,chuthe_congdong,QUY_DINH_VE
dieu_139_2013,khainiem_nuoitongthuysan,QUY_DINH_VE
dieu_108_2013,khainiem_dientichdatduocgiao,QUY_DINH_VE
dieu_10_2013,khainiem_odataidothi,QUY_DINH_VE
dieu_22_2013,hanhviphaply_xacdinhdiagioihanhchinh,QUY_DINH_VE
dieu_38_2013,khainiem_kehachsudungdat,QUY_DINH_VE
dieu_6_2013,hanhviphaply_dungquydinh,QUY_DINH_VE
dieu_208_2013,chuthe_chutichuybanndcaccap,QUY_DINH_VE
dieu_22_2013,hanhviphaply_dieutraxaydunggiadat,QUY_DINH_VE
dieu_101_2013,khainiem_vungcodieukienkinhtexahoidackh_khan,YEU_CAU
dieu_7_2013,chuthe_chuhogiadinh,QUY_DINH_VE
dieu_190_2013,chuthe_hogiadinh,AP_DUNG_CHO
dieu_170_2013,khainiem_nghiavuchung,QUY_DINH_VE
dieu_108_2013,khainiem_dientichdatchothue,QUY_DINH_VE
dieu_136_2013,hanhviphaply_khoanhnuoitaisinh,QUY_DINH_VE
dieu_42_2013,chuthe_chinhphu,QUY_DINH_VE
dieu_184_2013,chuthe_nguoiVietNamdinhcuonuocto,QUY_DINH_VE
dieu_125_2013,khainiem_datthuongmaidichvu,QUY_DINH_VE
dieu_194_2013,chuthe_chudautu,QUY_DINH_VE
dieu_189_2013,chuthe_hogiadinh,QUY_DINH_VE
dieu_141_2013,hanhvi_giaodat,QUY_DINH_VE
dieu_168_2013,dieukien_thuchiennghiavutaichinh,YEU_CAU
dieu_163_2013,chuthe_doanhnghiepcovondautunuocngoai,QUY_DINH_VE
dieu_152_2013,hanhviphaply_khonggaythiethaichonguoisudungdat,YEU_CAU
dieu_21_2013,hanhviphaply_banhanhluat,QUY_DINH_VE
dieu_132_2013,chuthe_hogiadinh,QUY_DINH_VE
dieu_185_2013,khainiem_khucongnghiep,QUY_DINH_VE
dieu_62_2013,khainiem_danhlamthangcanh,QUY_DINH_VE
dieu_38_2013,khainiem_datkhucongnghiep,QUY_DINH_VE
dieu_193_2013,dieukien_nhanchuyennhuong,QUY_DINH_VE
dieu_95_2013,chuthe_vochong,QUY_DINH_VE
dieu_165_2013,chuthe_canhan,QUY_DINH_VE
dieu_151_2013,chuthe_canhan,QUY_DINH_VE
dieu_208_2013,hanhviphaply_chuyenquyensddtraiphep,QUY_DINH_VE
dieu_180_2013,hanhviphaply_chuyenmucdich,QUY_DINH_VE
dieu_120_2013,khainiem_hethongthongtindatdai,QUY_DINH_VE
dieu_44_2013,chuthe_bo_truong_bo_tainguyenvmoitruong,QUY_DINH_VE
dieu_85_2013,chetai_thuhoidat,QUY_DINH_VE
dieu_125_2013,khainiem_dattinnguong,QUY_DINH_VE
dieu_157_2013,hanhviphaply_sudungdat,QUY_DINH_VE
dieu_86_2013,hanhviphaply_botritaidinhcu,QUY_DINH_VE
dieu_33_2013,dieukien_nanglucdonvi,QUY_DINH_VE
dieu_190_2013,hanhviphaply_chuyendoiquyensudungdatnongnghiep,QUY_DINH_VE
dieu_59_2013,chuthe_tochucnuocngoaicochucnangngoaigiao,QUY_DINH_VE
dieu_200_2013,chuthe_quochoc,QUY_DINH_VE
dieu_202_2013,chuthe_congdong,QUY_DINH_VE
dieu_193_2013,dieukien_datlua,YEU_CAU
dieu_151_2013,chuthe_khubaothue,QUY_DINH_VE
dieu_151_2013,chuthe_khuphithuequan,QUY_DINH_VE
dieu_15_2013,khainiem_thoihansudungdat,QUY_DINH_VE
dieu_31_2013,chuthe_bo_truong_bo_tainguyenvmoitruong,QUY_DINH_VE
dieu_8_2013,chuthe_tochucduocgiaoquanlyquydat,QUY_DINH_VE
dieu_140_2013,hanhviphaply_chothue,QUY_DINH_VE
dieu_3_2013,hanhviphaply_huyhoidat,DINH_NGHIA
dieu_179_2013,hanhviphaply_chuyennhuongdat,QUY_DINH_VE
dieu_159_2013,chuthe_thanhduong,QUY_DINH_VE
dieu_160_2013,khainiem_congtrinhden,QUY_DINH_VE
dieu_133_2013,khainiem_datnongnghiep,QUY_DINH_VE
dieu_59_2013,chuthe_ubnd_cap_tinh,QUY_DINH_VE
dieu_55_2013,chuthe_tochickinhte,AP_DUNG_CHO
dieu_181_2013,dieu_166_2013,QUY_DINH_VE
dieu_123_2013,chuthe_coquanquanlydatdai,QUY_DINH_VE
dieu_137_2013,khainiem_datrungdacdung,QUY_DINH_VE
dieu_31_2013,hanhviphaply_chinhlybando,QUY_DINH_VE
dieu_131_2013,chuthe_hogiadinh,QUY_DINH_VE
dieu_8_2013,chuthe_tochucduocgiaoquanlycongtrinhcongcong,QUY_DINH_VE
dieu_206_2013,hanhviphaply_viphamphapluatvedatdai,QUY_DINH_VE
dieu_158_2013,chuthe_hogiadinh,QUY_DINH_VE
dieu_91_2013,khainiem_hethongmaymoc,QUY_DINH_VE
dieu_159_2013,chuthe_niemphatduong,QUY_DINH_VE
dieu_175_2013,hanhviphaply_chothuelaisudungdat,QUY_DINH_VE
dieu_107_2013,khainiem_tienboithuong,QUY_DINH_VE
dieu_155_2013,chuthe_chinhphu,QUY_DINH_VE
dieu_35_2013,khainiem_quydat,QUY_DINH_VE
dieu_138_2013,khainiem_datlammuoi,QUY_DINH_VE
dieu_180_2013,chuthe_canhan,QUY_DINH_VE
dieu_101_2013,dieukien_sudungdatotruoc01072004,YEU_CAU
dieu_65_2013,chuthe_nha_nuoc,QUY_DINH_VE
dieu_101_2013,dieukien_khongviphamphapluatvedatdai,YEU_CAU
dieu_97_2013,chuthe_nguoicoquyensudungdat,QUY_DINH_VE
dieu_146_2013,chuthe_congdong,QUY_DINH_VE
dieu_81_2013,chuthe_cosotongiao,QUY_DINH_VE
dieu_66_2013,chuthe_congdong,QUY_DINH_VE
dieu_179_2013,khainiem_taisanganlienvoithuedat,QUY_DINH_VE
dieu_173_2013,chuthe_tochickinhte,QUY_DINH_VE
dieu_38_2013,khainiem_dattronglua,QUY_DINH_VE
dieu_121_2013,khainiem_cosodulieuthongkekiemkedatdai,QUY_DINH_VE
dieu_108_2013,chuthe_nha_nuoc,QUY_DINH_VE
dieu_188_2013,hanhviphaply_gopvon,QUY_DINH_VE
dieu_101_2013,khainiem_hokhauthuongtru,YEU_CAU
dieu_201_2013,chuthe_coquan,AP_DUNG_CHO
dieu_144_2013,khainiem_datootaitodothi,QUY_DINH_VE
dieu_68_2013,khainiem_datdathuhoi,QUY_DINH_VE
dieu_54_2013,chuthe_tochucsunghiepconglap,QUY_DINH_VE
dieu_38_2013,khainiem_datphattrienhattang,QUY_DINH_VE
dieu_162_2013,khainiem_datlamnghiatrangnghiadia,QUY_DINH_VE
dieu_58_2013,dieukien_nangluoctaichinh,QUY_DINH_VE
dieu_18_2013,hanhviphaply_quydinhnguyentacphuongphap,QUY_DINH_VE
dieu_158_2013,chuthe_coquannhanhanuoc,QUY_DINH_VE
dieu_149_2013,hanhviphaply_thuelaidat,QUY_DINH_VE
khainiem_taisangganlienvoidat,khainiem_nhano,DINH_NGHIA
dieu_34_2013,chuthe_ubanndcaphuyen,QUY_DINH_VE
dieu_24_2013,khainiem_coquanquanlynhanuocvedatdai,QUY_DINH_VE
dieu_173_2013,hanhviphaply_nhanuocthuhoidat,QUY_DINH_VE
dieu_22_2013,hanhviphaply_lapbandohientrangsd,QUY_DINH_VE
dieu_175_2013,hanhviphaply_thechaptaisanganlienvoithuedat,QUY_DINH_VE
dieu_21_2013,hanhviphaply_giamsattoicao,QUY_DINH_VE
dieu_155_2013,chuthe_nhadautu,QUY_DINH_VE
dieu_190_2013,chuthe_canhan,AP_DUNG_CHO
dieu_27_2013,khainiem_datsinhhoatcongdong,QUY_DINH_VE
dieu_22_2013,hanhviphaply_quanlybthttdc,QUY_DINH_VE
dieu_149_2013,khainiem_khuchexuat,QUY_DINH_VE
dieu_62_2013,khainiem_vonoda,QUY_DINH_VE
dieu_41_2013,chuthe_diaophuong,QUY_DINH_VE
dieu_50_2013,chuthe_ubanndcaphuyen,QUY_DINH_VE
dieu_201_2013,hanhviphaply_chaphanphapluatvedatdai,QUY_DINH_VE
dieu_143_2013,chuthe_hogiadinh,AP_DUNG_CHO
dieu_62_2013,khainiem_chieu_sangdothi,QUY_DINH_VE
dieu_73_2013,hanhviphaply_thuequyensudungdat,QUY_DINH_VE
dieu_34_2013,chuthe_botainguyenvamientruong,QUY_DINH_VE
dieu_181_2013,hanhviphaply_chothue,QUY_DINH_VE
dieu_139_2013,chuthe_tochickinhte,QUY_DINH_VE
dieu_209_2013,hanhvi_giaodat,QUY_DINH_VE
hanhviphaply_khoikien,khainiem_hanvihanhchinh,AP_DUNG_CHO
dieu_107_2013,khainiem_tiensudungdat,QUY_DINH_VE
dieu_151_2013,chuthe_khudothi,QUY_DINH_VE
dieu_62_2013,khainiem_capnuoc,QUY_DINH_VE
dieu_8_2013,chuthe_nguoidungdaucuatochuc,QUY_DINH_VE
dieu_76_2013,khainiem_datnongnghiep,QUY_DINH_VE
dieu_34_2013,chuthe_bo_truong_bo_quoc_phong,QUY_DINH_VE
dieu_49_2013,chuthe_tinhthanhphotructhuoctrung,QUY_DINH_VE
dieu_203_2013,chuthe_toaan,QUY_DINH_VE
dieu_58_2013,dieukien_kyquy,QUY_DINH_VE
hanhviphaply_chuyenmucdich,khainiem_dato,AP_DUNG_CHO
dieu_170_2013,hanhviphaply_thechapquyensudungdat,QUY_DINH_VE
dieu_35_2013,khainiem_ditichlichsuvanhoa,QUY_DINH_VE
dieu_167_2013,hanhviphaply_chuyennhuong,QUY_DINH_VE
hanhviphaply_dieutietgiatritangthem,chuthe_nguoisudungdat,AP_DUNG_CHO
dieu_125_2013,khainiem_datcosotongiao,QUY_DINH_VE
dieu_29_2013,chuthe_chinhphu,QUY_DINH_VE
hanhviphaply_trungdungdat,dieukien_thatcanthietdethuchiennhiemvuquocphongan_ninh,YEU_CAU
dieu_150_2013,chuthe_doanhnghiepphattrienkhucongnghecao,QUY_DINH_VE
dieu_129_2013,chuthe_hogiadinh,QUY_DINH_VE
dieu_123_2013,khainiem_dichvucongdientu,QUY_DINH_VE
dieu_62_2013,khainiem_trusocoquannhanuoc,QUY_DINH_VE
dieu_99_2013,chuthe_vovoichong,QUY_DINH_VE
dieu_80_2013,chuthe_hogiadinh,QUY_DINH_VE
dieu_62_2013,chetai_thuhoidat,QUY_DINH_VE
dieu_5_2013,chuthe_nguoiVietNamdinhcuonuocto,QUY_DINH_VE
dieu_158_2013,chuthe_canhan,QUY_DINH_VE
dieu_13_2013,hanhviphaply_quyetdinhchinhsachtaichinhvedatdai,QUY_DINH_VE
dieu_85_2013,hanhviphaply_lapvathuchienduantaidinhcu,QUY_DINH_VE
dieu_134_2013,chuthe_nha_nuoc,QUY_DINH_VE
dieu_25_2013,dieukien_luatcanbo,YEU_CAU
dieu_83_2013,khainiem_datoket_hopkinhdoanhdichvu,QUY_DINH_VE
dieu_33_2013,chuthe_bo_truong_bo_tainguyenvmoitruong,QUY_DINH_VE
dieu_62_2013,khainiem_hethongdanchuaxangdaukhidot,QUY_DINH_VE
dieu_22_2013,hanhviphaply_banhanhvqppl,QUY_DINH_VE
dieu_145_2013,khainiem_datxaydungkuchungcu,QUY_DINH_VE
dieu_102_2013,hanhviphaply_capgiaychungnhan,QUY_DINH_VE
dieu_96_2013,chuthe_nguoiduocgiaoquanlydat,QUY_DINH_VE
dieu_130_2013,khainiem_hanmucnhanchuyenquyen,QUY_DINH_VE
dieu_142_2013,dieukien_khongcotranhchap,YEU_CAU
dieu_4_2013,khainiem_quyennguoisudungdat,QUY_DINH_VE
dieu_92_2013,dieukien_taisantaolap_sausacbao,QUY_DINH_VE
dieu_3_2013,khainiem_quydatsdd,DINH_NGHIA
dieu_141_2013,chuthe_nguoivietnamdinhcuonuocto,QUY_DINH_VE
dieu_51_2013,hanhviphaply_chuyenmucdich,QUY_DINH_VE
dieu_84_2013,hanhviphaply_daotaochenghie,QUY_DINH_VE
dieu_125_2013,khainiem_datsudungvaomucdichquocphonganinh,QUY_DINH_VE
dieu_70_2013,chuthe_ubanmatrantochuocvietnamcapxa,QUY_DINH_VE
dieu_209_2013,chuthe_chutichubndancapxa,QUY_DINH_VE
dieu_35_2013,khainiem_quyhoach,QUY_DINH_VE
dieu_77_2013,hanhviphaply_nhanuquyen,QUY_DINH_VE
chuthe_nguoicoquyenloiva_nghia_vulienquan,hanhviphaply_khieunai,YEU_CAU
dieu_38_2013,khainiem_datkhuchexuat,QUY_DINH_VE
dieu_34_2013,chuthe_bo_truong_bo_cong_an,QUY_DINH_VE
dieu_155_2013,khainiem_datsudungvaomucdichcongcong,QUY_DINH_VE
dieu_193_2013,chuthe_canhan,AP_DUNG_CHO
dieu_178_2013,chuthe_tochickinhte,QUY_DINH_VE
dieu_181_2013,hanhviphaply_chuyendoi,QUY_DINH_VE
dieu_3_2013,khainiem_kehachsudungdat,DINH_NGHIA
dieu_127_2013,khainiem_datnongnghiep,QUY_DINH_VE
dieu_175_2013,dieu_189_2013,YEU_CAU
dieu_85_2013,chuthe_ubnd_cap_tinh,QUY_DINH_VE
dieu_50_2013,chuthe_bo_truong_bo_cong_an,QUY_DINH_VE
dieu_136_2013,chuthe_tochickinhte,QUY_DINH_VE
dieu_147_2013,khainiem_datxaydungcongtrinhsunghiep,QUY_DINH_VE
dieu_141_2013,chuthe_nha_nuoc,QUY_DINH_VE
dieu_142_2013,chuthe_nha_nuoc,QUY_DINH_VE
dieu_18_2013,khainiem_banggia,QUY_DINH_VE
dieu_46_2013,khainiem_kehachsudungdat,QUY_DINH_VE
dieu_41_2013,khainiem_quydatsdd,QUY_DINH_VE
dieu_49_2013,chuthe_bo_truong_bo_quoc_phong,QUY_DINH_VE
dieu_85_2013,hanhviphaply_thuhoidato,QUY_DINH_VE
dieu_101_2013,chuthe_chinhphu,QUY_DINH_VE
dieu_17_2013,hanhvi_giaodat,QUY_DINH_VE
dieu_29_2013,khainiem_hosodghc,QUY_DINH_VE
dieu_66_2013,chuthe_hogiadinh,QUY_DINH_VE
dieu_105_2013,chuthe_doanhnghiep,QUY_DINH_VE
dieu_101_2013,dieukien_phuhopquyhoachxaydungdiemdancunongthon,YEU_CAU
dieu_157_2013,chuthe_ubanndancapxa,QUY_DINH_VE
dieu_151_2013,dieukien_quydinh,YEU_CAU
dieu_5_2013,chuthe_nguoisudungdat,DINH_NGHIA
dieu_173_2013,dieu_170_2013,QUY_DINH_VE
dieu_28_2013,hanhviphaply_xaydungquanlythongtindatdai,QUY_DINH_VE
dieu_85_2013,chuthe_chinhphu,QUY_DINH_VE
dieu_56_2013,chuthe_tochucsunghiepcong,QUY_DINH_VE
dieu_105_2013,chuthe_congdong,QUY_DINH_VE
dieu_31_2013,khainiem_donvihanhchinh,QUY_DINH_VE
dieu_74_2013,dieu_75_2013,QUY_DINH_VE
dieu_186_2013,chuthe_tochuccanhan,QUY_DINH_VE
dieu_191_2013,khainiem_dattronglua,QUY_DINH_VE
dieu_82_2013,chetai_thuhoidat,QUY_DINH_VE
dieu_124_2013,chuthe_bo,QUY_DINH_VE
dieu_202_2013,chuthe_bentranchapdatdai,QUY_DINH_VE
dieu_184_2013,chuthe_tochickinhte,QUY_DINH_VE
dieu_175_2013,chuthe_tochickinhte,QUY_DINH_VE
dieu_21_2013,hanhviphaply_thongquaquyhoach,QUY_DINH_VE
dieu_189_2013,dieukien_dahoanthanhxaydung,YEU_CAU
dieu_9_2013,hanhviphaply_apdungthanhtuu,QUY_DINH_VE
dieu_81_2013,chuthe_tochucsunghiepconglaptutuchinh,QUY_DINH_VE
dieu_10_2013,khainiem_datphinongnghiepkhac,QUY_DINH_VE
dieu_66_2013,chuthe_doanhnghiepconvondautunuocngoai,QUY_DINH_VE
dieu_124_2013,khainiem_hethongthongtindatdai,QUY_DINH_VE
dieu_66_2013,chuthe_tochucnuocngoaicochucnangngoaigiao,QUY_DINH_VE
khainiem_datnongnghiep,hanhviphaply_duoctangcho,QUY_DINH_VE
dieu_64_2013,dieukien_datbilanchiem,QUY_DINH_VE
dieu_170_2013,hanhviphaply_thuekequyensudungdat,QUY_DINH_VE
dieu_70_2013,chuthe_tochuclamnhiembuboithuonggiaiphongmatbang,QUY_DINH_VE
dieu_179_2013,hanhviphaply_gopvonbangquyensudungdat,QUY_DINH_VE
dieu_168_2013,dieu_194_2013,QUY_DINH_VE
dieu_106_2013,chuthe_coquan_co_tham_quyen,QUY_DINH_VE
